GeneID	GSM6745638	GSM6745639	GSM6745640	GSM6745641	GSM6745642	GSM6745643
24146	699	506	675	558	741	388
51024	1412	1115	1355	1328	1512	905
101927721	0	1	0	0	0	0
101927746	18	20	19	25	34	14
64792	259	183	268	208	262	143
136227	2	0	2	0	0	1
105379743	0	0	0	0	0	0
100506527	0	0	0	0	0	0
107986832	0	0	0	0	0	0
93408	0	0	0	0	0	0
1523	4929	4037	5267	4581	5746	3155
10603	127	98	139	126	192	98
100422858	0	0	1	0	2	0
107986717	10	5	5	3	10	2
729597	146	116	195	168	286	75
100630923	430	285	432	365	485	248
100289561	159	100	183	154	210	98
79706	317	218	313	257	332	169
100313829	1	1	2	4	1	0
105375433	8	5	17	12	18	4
80228	4674	3921	4691	4553	5292	3249
54784	281	252	316	282	360	217
222229	648	552	703	569	761	472
100847073	39	39	50	41	47	31
100616367	1	3	5	0	8	2
5439	1065	877	999	961	1123	697
100271927	1209	903	1162	1129	1478	784
548644	809	646	857	780	1037	492
107983993	530	361	545	474	651	311
441273	486	294	550	453	671	209
10156	1279	977	1218	1202	1535	827
246721	727	521	681	633	823	393
100134938	498	380	494	436	583	271
100310812	580	359	675	519	852	258
100133005	497	392	496	512	607	314
222234	135	153	167	138	189	98
222235	124	128	164	143	209	96
10234	3	4	13	10	5	6
58160	0	1	0	0	0	0
83787	1018	877	1048	999	1162	642
222236	404	302	429	393	493	252
100129424	8	5	13	6	20	5
105375434	39	18	53	33	53	16
349152	312	241	322	309	435	202
9512	2137	1721	2164	1969	2297	1339
27000	1151	922	1185	916	1183	631
5701	1882	1564	1978	1748	1923	1157
375611	84	59	77	56	67	38
101927870	0	0	0	0	0	0
5649	1	0	0	0	0	0
105375435	0	0	0	0	0	0
5001	435	389	458	346	468	248
375612	2	1	0	0	2	0
105375436	0	0	0	0	0	0
645591	0	0	0	0	0	0
723809	0	1	0	1	1	1
55904	2719	2120	2753	2194	2766	1483
100216546	178	133	186	160	241	92
100216545	106	83	127	90	171	59
6733	1349	1163	1523	1289	1648	896
54517	654	558	739	667	834	430
60561	445	355	485	409	473	247
100130771	58	45	73	56	61	38
222255	531	398	568	479	618	313
222256	0	0	2	0	2	1
107986833	0	0	1	0	0	0
6856	2449	2111	2717	2249	2759	1595
10135	1317	1067	1406	1010	1285	826
102724339	0	0	2	0	2	0
105375440	0	0	0	0	0	0
168455	720	650	749	679	851	469
5294	1454	1143	1418	1301	1579	853
5577	1872	1486	2170	2362	2686	1565
105375441	8	4	6	1	11	2
26959	738	544	738	581	728	438
10466	1072	897	1161	974	1241	688
2845	6	4	5	2	7	1
11062	132	99	169	112	154	85
115253422	507	423	565	462	573	305
55973	408	357	462	376	455	259
105375443	1	3	3	4	7	2
286002	1	0	0	0	2	0
5172	2	1	4	3	8	2
101927974	66	53	75	63	77	50
79872	1328	1080	1473	1406	1654	948
1811	1	0	3	1	1	0
105375444	0	1	0	0	0	1
105375445	0	0	0	0	0	0
1738	1886	1629	2040	1750	2157	1296
3912	25	11	22	20	16	9
22798	0	0	2	0	0	0
107986834	0	0	0	0	0	0
107986835	0	0	0	0	0	0
105375446	0	0	0	0	0	0
4897	7	5	7	4	5	3
102724363	0	0	0	0	0	0
50640	537	386	515	380	438	282
168451	572	461	642	482	595	329
4189	439	329	446	235	298	178
105375448	0	0	0	0	0	0
107986836	0	0	0	0	0	0
154907	0	0	0	0	0	0
112268010	0	0	0	0	0	0
442720	1	0	0	0	0	0
105375451	1	0	0	0	0	0
105375450	0	0	0	0	0	0
105375452	0	0	0	0	0	0
83943	233	133	189	196	262	124
54674	3	0	2	4	4	0
9732	51	37	53	39	37	21
100506413	0	0	1	0	2	0
11179	508	429	546	444	544	330
105375456	0	0	0	0	1	0
3475	573	406	591	386	532	265
105375457	4	7	10	5	2	1
286006	12	11	21	9	18	10
100996249	0	0	0	1	0	0
101928012	0	0	0	0	0	0
64418	667	520	778	643	827	467
154743	300	285	274	257	343	192
101928036	0	0	0	0	0	0
54329	40	26	49	59	49	42
107986837	0	0	2	0	0	0
401397	639	484	716	552	669	427
5506	0	0	0	0	0	0
93986	0	0	0	0	0	0
100500896	0	0	0	0	0	0
29969	748	624	856	726	822	475
102724386	0	2	0	0	1	0
104355291	0	0	0	0	0	0
109623459	0	0	0	0	0	0
100506489	0	0	0	0	0	0
105375461	0	0	0	0	0	0
105375462	0	0	0	0	0	0
102724407	0	0	0	0	0	0
22797	1186	887	1301	983	1392	677
26136	1118	847	1160	935	1121	652
102724434	0	0	0	0	0	0
105375463	0	0	0	0	0	0
107986838	3	3	4	3	5	3
107986839	0	0	0	0	0	0
858	32	15	22	19	20	19
857	38	30	32	24	25	16
100996266	0	0	0	0	0	0
4233	9	2	1	4	4	0
830	2148	1634	2144	1912	2246	1278
105375465	0	0	0	0	0	0
93653	71	62	78	66	98	57
7982	495	376	460	400	536	302
338069	13	11	17	14	19	7
102466616	0	0	1	0	2	0
93654	68	50	62	59	92	44
93655	121	93	107	81	133	65
105375466	0	0	0	0	0	0
7472	0	0	0	0	0	1
105375467	0	0	0	0	0	0
136991	0	0	0	0	0	0
105375468	0	0	0	0	0	0
1080	0	0	1	0	0	0
111082987	0	0	0	0	0	0
83992	238	216	306	300	336	185
105375469	2	4	9	5	8	3
105375470	0	1	3	1	4	1
51691	874	637	961	753	1008	520
56311	2	3	14	9	6	3
102724495	0	1	0	1	0	0
105375471	2	0	2	0	0	2
105375472	1	0	0	0	1	0
107986747	0	0	0	0	0	0
105375473	0	0	0	0	0	0
105375475	0	0	1	0	1	1
107986840	0	0	0	0	0	0
105375477	0	0	0	0	0	0
3751	0	0	0	0	0	0
23554	20	15	21	23	11	8
54556	630	474	656	497	628	356
79974	335	237	329	271	269	177
51384	0	0	0	0	0	0
10447	1003	814	1060	838	1038	578
105375478	0	0	0	0	0	0
5803	0	0	0	0	0	0
10157	490	390	558	512	653	351
102724527	0	0	0	1	1	0
389549	0	0	0	0	0	0
154860	0	0	0	0	0	0
93664	11	6	16	6	6	1
105375481	0	0	0	0	0	0
168433	0	0	0	0	0	0
378925	0	0	0	0	0	0
105375482	0	0	0	0	0	0
50833	0	0	0	0	0	0
6561	0	0	0	0	0	0
154865	5	3	11	8	9	3
4698	757	651	837	682	902	529
142685	0	0	0	0	0	0
102724555	0	0	0	0	0	0
442721	0	0	1	2	1	0
8976	262	169	299	246	333	167
23553	0	0	0	0	0	0
26062	0	0	0	0	0	0
6677	0	0	0	0	0	0
105375483	0	0	0	0	0	0
730130	0	0	0	0	0	0
105375484	0	0	0	0	0	0
107986841	0	0	0	0	0	0
101928211	0	0	0	0	0	0
102724577	0	0	0	0	0	0
107986842	0	0	0	0	0	0
2861	0	4	0	0	0	0
154872	0	0	0	0	0	0
25913	694	507	721	572	700	402
401398	10	9	9	9	8	3
105375486	0	0	0	0	1	0
101928283	0	0	0	0	0	0
101928254	0	0	0	0	0	0
100506664	0	0	0	0	0	0
105375487	0	0	0	0	0	0
105375488	0	0	0	0	0	0
2918	1	0	0	0	2	0
101928357	0	0	0	0	0	0
107986843	0	0	0	0	0	0
693177	0	0	0	0	0	0
101928333	0	0	0	0	0	0
168850	1009	709	1118	822	1206	545
100506682	0	0	0	0	0	0
105375490	0	0	0	0	0	0
79571	677	612	796	603	727	445
381	1936	1585	1898	1835	2101	1286
105375489	276	201	255	219	287	141
29999	3	1	1	1	0	0
5078	0	0	0	0	0	0
27044	9576	7597	9896	7823	9185	5623
105375492	11	7	15	8	22	5
27099	7	6	12	19	35	1
64101	25	21	45	25	43	8
693178	2	0	3	1	8	0
105375493	0	0	2	2	1	2
406917	0	0	0	0	0	0
105375494	0	0	0	0	0	0
3952	1	1	0	0	1	0
55131	1797	1451	1966	1594	2070	1101
401399	43	31	34	49	70	29
107986845	11	10	8	9	18	11
3614	1906	1538	1823	1961	2234	1341
102724660	54	26	46	54	73	34
29923	280	203	295	251	322	164
55798	853	671	899	752	874	488
101928451	867	609	1083	825	1267	459
402483	2428	1762	2655	1863	3066	1162
346653	22	14	34	14	17	12
84691	0	0	1	0	0	0
813	3010	2424	3080	2488	2976	1862
611	9	9	9	8	14	8
100189276	0	0	0	0	0	0
64753	646	467	710	608	886	356
107986846	1	2	4	0	2	0
2318	135	110	133	95	118	64
110806300	2	0	4	0	3	3
9296	2809	2126	2570	2668	2956	1969
100130705	41	31	59	43	50	39
375616	10	7	10	6	10	2
105375497	0	0	1	0	0	0
3663	1255	1031	1342	1170	1517	906
23534	2336	1919	2465	2111	2666	1551
286016	46	41	44	31	38	26
407835	16	15	13	20	18	8
340348	872	692	980	914	1002	622
6608	911	781	955	893	1050	615
23382	649	490	648	561	711	380
105375500	5	3	6	4	2	3
107986847	7	5	9	6	9	3
57464	992	738	1117	886	1181	575
100287482	34	40	53	32	42	24
107986848	0	0	1	0	0	0
4899	689	537	744	621	686	448
105375501	0	0	0	0	0	0
406958	0	0	0	0	0	0
407053	0	0	0	0	0	0
406959	0	0	0	0	0	0
7328	1136	965	1263	1025	1138	711
51530	487	410	531	460	548	290
23008	711	537	803	710	824	436
100128325	22	12	23	13	20	10
84928	653	523	613	555	690	359
136263	2	3	3	4	1	3
1358	8	1	3	0	3	0
51200	0	0	0	0	0	0
105375503	0	0	0	0	0	0
93979	8	11	6	6	8	1
105375504	3	1	2	3	1	1
1357	0	0	0	0	0	1
95681	597	488	645	549	676	398
105375505	0	0	0	0	0	0
4232	1571	1187	1577	1543	1872	1158
317751	28	25	38	28	39	17
442904	4	0	1	0	0	0
26958	1211	1006	1328	1174	1408	805
53844	32	18	49	26	52	19
114960	76	61	91	95	89	60
136259	0	0	0	0	0	0
105375508	0	0	0	0	0	0
105375509	1	0	0	0	0	0
407021	1	0	0	0	0	0
407024	0	0	0	0	0	0
378805	102	44	92	90	81	39
100506860	11	10	13	16	16	8
4289	1393	1096	1552	1245	1497	852
100506881	40	29	31	29	32	20
5420	196	149	221	203	256	162
107986849	0	0	0	0	0	0
101928782	0	0	0	0	0	0
91584	50	36	52	57	70	45
101928807	0	0	0	1	0	0
105375511	0	0	1	0	1	0
102724906	1	0	0	0	0	0
286023	0	0	0	0	0	0
100506937	0	0	0	0	0	0
54927	1481	1195	1579	1373	1699	954
100500804	1182	904	1120	1056	1258	721
105375512	0	0	0	0	0	0
60412	2214	1681	2283	2033	2322	1462
102465139	0	0	0	0	0	0
101928861	1	1	2	0	7	0
105375513	23	8	30	18	46	11
105375514	9	4	7	10	11	2
136332	7	7	7	12	16	6
84912	1091	904	1197	1114	1287	732
105375518	0	0	1	0	0	0
105375517	3	2	2	0	1	1
105375519	11	7	12	7	17	5
231	1629	1213	1682	1761	1936	1326
57016	0	0	0	1	1	0
105375520	1	0	0	0	0	1
441282	0	0	0	0	0	0
669	230	189	208	240	219	160
107986850	1	0	0	0	0	0
800	35	25	37	35	30	19
340351	105	67	102	72	138	52
78996	1785	1443	1928	1698	1963	1128
55281	403	334	420	388	443	249
29062	628	477	698	627	757	399
102465254	2	1	0	0	0	0
346673	1	0	0	0	1	0
107984123	1	0	0	0	0	0
4850	597	461	639	535	657	379
23165	3031	2321	3205	3098	3615	2225
647087	1180	943	1307	1183	1342	839
26266	36	21	34	30	52	11
105375521	18	12	27	26	42	13
389558	1	0	0	0	0	0
105375522	0	0	0	1	0	0
767558	3059	2451	3236	2774	3192	1893
136319	3059	2451	3236	2774	3192	1893
105375523	1	3	6	2	4	0
105375524	0	0	0	0	0	0
1129	7	1	9	8	10	4
349160	0	0	0	0	0	0
574443	0	0	0	0	0	0
105375525	0	0	0	0	0	0
5764	0	0	0	3	0	1
105375527	0	0	0	0	0	0
9162	6	4	7	5	10	5
64764	4450	3576	4721	4003	4746	2806
100130880	2	1	7	3	8	0
6718	0	0	0	0	0	0
100616226	0	0	0	0	0	0
107986749	0	1	0	0	0	0
8805	3422	2812	3707	3185	3916	2073
136306	108	72	109	98	130	78
50617	0	0	0	0	0	0
155006	0	1	1	0	1	0
57670	726	605	748	738	875	469
92092	616	481	642	566	673	371
107986852	33	29	40	36	32	18
56829	2797	2157	2990	2626	2976	1704
113218503	44	23	33	26	35	24
79989	195	123	190	125	197	119
254048	1036	773	1098	857	1244	548
51631	2238	1862	2365	1900	2394	1329
154791	227	179	251	199	261	136
100189406	0	1	1	1	1	1
100996928	1642	1271	1728	1371	1688	959
100129148	453	344	441	397	443	260
346689	41	39	49	44	54	25
154790	2	1	0	0	1	0
28996	2289	1848	2416	2144	2463	1350
105375530	2	2	6	9	8	2
6916	1434	1089	1463	1432	1716	970
107986853	14	12	27	30	37	12
105375532	92	56	80	71	111	47
64761	566	494	693	448	593	283
80853	202	147	232	161	275	122
100134229	52	38	57	53	61	34
107986854	0	0	0	0	0	0
105375534	1	0	0	1	2	0
84255	190	145	191	175	208	125
401409	7	2	7	4	7	1
23608	2066	1711	2232	2037	2256	1438
27147	1	1	0	0	0	0
105375535	0	0	0	0	0	0
107986718	0	1	4	1	1	1
90956	755	602	775	733	830	484
100134713	351	330	368	387	423	258
4708	647	550	630	687	748	405
673	1111	857	1219	1005	1219	675
105375536	2	4	1	4	6	8
107986720	0	0	0	0	0	0
51650	590	518	596	555	661	387
107986719	0	0	1	0	0	0
105375537	0	0	0	0	0	0
100507421	15	6	14	1	4	1
105375538	3	3	0	2	6	0
55750	1571	1185	1655	1419	1865	989
57189	1405	1176	1535	1412	1849	955
285962	31	28	43	27	37	18
494551	9	11	11	7	13	6
6742	1922	1462	1962	1742	1965	1173
50831	11	4	6	9	18	0
50832	11	3	10	9	20	6
54429	21	10	21	8	19	4
136242	4	4	7	4	11	2
130075	0	0	1	1	0	0
23601	36	42	48	31	53	52
5726	0	0	0	0	0	0
8972	16	14	14	21	19	16
93432	1	1	1	4	3	0
100289017	0	0	0	0	1	0
136541	0	0	0	0	0	0
207147	0	0	0	0	0	0
28621	0	0	0	0	0	0
28620	0	0	0	0	0	0
105375539	3	0	1	4	3	1
28619	0	0	0	0	0	0
28617	1	0	0	0	1	0
28614	0	0	0	0	0	0
28606	1	0	0	0	0	0
28597	0	0	0	0	0	0
28616	0	0	0	0	0	0
28604	0	0	0	0	0	0
28596	6	13	2	5	4	7
28588	0	0	0	0	1	0
28613	0	0	1	0	0	0
28603	0	0	1	0	0	0
28595	6	10	8	11	13	8
28587	6	4	7	5	3	6
28612	0	0	0	0	1	0
28586	5	0	1	2	1	1
28585	0	0	1	0	1	0
28582	0	0	0	0	0	0
28579	1	0	0	0	1	0
28584	0	0	1	0	1	0
28581	1	0	0	2	0	0
28578	2	0	1	1	1	0
28602	7	2	3	3	1	0
28594	6	5	7	5	5	3
107986855	8	10	16	10	9	7
28611	8	2	6	5	7	2
105379749	34	19	38	26	50	19
28601	6	0	5	4	7	2
28593	3	1	5	3	1	1
113839523	0	0	1	3	2	1
28610	3	0	0	1	4	1
28600	0	1	1	1	3	0
28592	3	1	0	1	2	0
28609	0	0	0	1	1	0
28599	1	2	0	0	2	0
28591	1	0	5	0	2	0
28608	0	0	3	1	3	0
28589	0	0	1	4	0	0
28574	1	2	0	2	4	5
28583	1	0	3	0	0	1
28580	1	0	0	0	2	0
28577	22	26	27	33	35	17
28576	6	8	8	6	13	7
28575	2	1	1	2	3	0
28573	0	0	0	0	0	0
28572	0	0	0	0	0	0
28571	0	0	0	0	0	0
28570	0	0	0	0	0	0
28569	1	0	1	0	0	0
28568	1	0	0	0	0	0
28567	11	12	8	8	12	11
28566	0	0	0	0	0	0
28565	0	0	0	0	1	0
28564	0	1	1	0	2	0
28563	0	0	0	0	0	0
100463482	0	0	0	0	2	0
28562	0	1	2	1	0	0
28556	0	0	0	0	0	0
28561	1	0	1	0	0	0
28555	23	15	15	15	41	7
28560	44	24	43	39	61	20
28559	20	30	38	24	27	20
5644	2	0	1	1	0	1
28558	0	0	0	0	0	0
5645	83	63	71	57	61	52
28637	0	0	0	0	0	0
28635	0	0	0	0	0	0
28634	1	0	0	0	0	0
28633	0	0	0	0	0	0
28632	0	0	0	0	0	0
28631	0	0	0	0	0	0
28630	1	0	1	0	1	1
28639	77	51	78	47	58	41
28636	1	0	0	0	0	0
28629	44	41	46	48	43	29
28628	13	8	15	13	12	10
28627	48	54	58	43	56	32
28626	155	121	140	111	134	83
28625	49	35	43	33	39	23
28624	26	20	29	21	25	12
28623	45	27	40	24	28	18
28622	38	18	25	28	27	17
28638	925	698	905	687	779	492
28557	0	0	2	0	0	0
105375541	6	1	2	2	5	1
2051	1174	1021	1216	1086	1226	687
55503	12	10	16	7	15	5
56302	2	0	0	0	1	0
105375542	1	0	2	0	5	4
105375543	4	1	1	6	6	5
135927	5	3	6	6	6	3
3792	151	134	167	242	255	138
135924	0	0	0	0	0	0
105375544	2	3	2	0	0	0
346517	0	0	0	0	0	0
89883	0	0	0	0	0	0
5304	0	0	0	0	0	0
259285	0	0	0	0	0	0
259286	4	1	0	0	0	0
105375546	0	1	0	0	1	0
105375545	1	1	2	0	3	0
373156	1705	1378	1779	1617	2162	1228
135932	7	6	16	6	11	1
835	2795	2153	3100	2515	3122	1664
1180	13	9	12	14	12	1
9715	537	464	555	528	631	360
101928397	1	0	1	3	3	2
100507507	237	171	237	200	227	145
7791	7191	6098	7595	7198	8295	5169
102465538	3	2	8	6	10	3
2041	659	513	686	602	745	455
285965	84	56	96	66	96	48
338398	0	4	5	0	1	0
259287	4	1	0	0	4	0
105375547	6	3	5	7	7	3
392133	3	1	3	5	5	1
441294	7	9	6	6	7	3
101928466	4	3	8	8	5	3
285966	81	68	105	83	103	61
340307	8	5	6	5	7	3
653691	20	14	17	14	20	13
154761	21	19	36	33	28	17
112267988	7	3	6	7	9	4
9747	1089	903	1161	1009	1218	681
105375549	2	6	10	13	10	3
26211	1	0	1	0	0	0
135948	0	0	0	0	0	0
135946	0	0	0	0	0	0
393046	0	0	0	0	0	0
105375548	0	0	0	0	1	0
392138	0	0	0	0	0	0
346525	0	0	0	2	0	0
442361	0	0	0	0	0	0
135941	0	0	0	0	1	0
100128553	14	14	18	10	16	7
445328	50	43	59	50	51	33
101928605	37	32	38	34	47	17
112267987	7	6	9	5	6	5
402317	1	3	3	2	6	0
101928492	29	37	34	30	42	21
401428	21	26	29	18	21	11
401427	9	5	7	6	12	3
728377	108	87	122	82	126	65
100142659	20	14	18	12	22	11
441295	15	17	27	18	19	10
346528	2	3	6	2	7	1
7984	190	172	206	145	210	117
135935	0	0	0	0	0	0
27010	141	107	128	120	141	80
105375552	0	0	0	0	0	0
105375551	0	0	0	0	0	0
105375553	0	0	0	0	0	0
26047	14	5	16	10	22	8
101928700	0	0	0	0	0	0
100313895	0	0	0	0	0	0
107986721	0	0	0	0	0	0
105375556	0	0	0	0	0	0
105375554	0	0	0	0	0	0
202865	0	0	0	0	0	0
105375557	0	0	0	0	0	0
8454	2185	1796	2376	2082	2467	1477
2146	1959	1501	2063	1842	2264	1142
6090	1	0	0	0	0	0
6086	0	0	0	0	0	0
6085	0	0	1	1	1	0
6084	0	2	1	3	1	0
102723099	21	9	14	23	16	4
9601	4379	3467	4393	3210	3579	2205
136051	300	218	317	257	305	170
155054	101	85	124	100	119	49
57541	589	486	607	480	676	367
107986856	7	13	15	9	14	4
8427	1868	1590	1937	1725	2142	1223
7988	425	390	461	424	588	306
100289678	651	542	689	625	852	401
155060	261	160	283	232	370	135
100189144	0	0	0	0	0	0
100189413	0	0	0	0	0	0
100189357	0	0	0	0	1	0
100189049	0	0	0	0	0	0
100189305	0	0	0	0	0	0
105375559	0	0	0	0	1	0
101928733	0	0	0	0	1	0
100189008	0	0	0	0	1	0
27153	835	681	836	839	964	515
155061	1067	956	1135	1010	1261	731
100189146	3	1	2	1	3	1
79970	420	267	503	414	567	221
100189029	15	4	10	16	15	4
100189267	2	1	1	2	0	1
100189097	0	1	1	1	1	0
100189194	2	1	2	2	4	1
100189355	1	2	4	3	7	2
100189432	2	2	3	6	1	0
100189177	6	3	9	5	5	1
100189376	0	0	0	0	0	0
100189075	0	0	0	0	0	0
100189375	0	0	0	0	0	0
100189289	0	0	0	0	0	0
100189379	0	0	0	0	0	0
84626	425	374	500	419	565	321
168544	401	366	457	385	530	270
23145	140	92	174	82	144	50
643641	766	621	823	667	962	425
401431	75	57	80	57	71	57
155066	770	582	739	666	826	538
653857	287	228	318	259	408	133
100134040	0	0	0	0	1	0
65999	376	268	387	316	371	222
113763	219	157	178	176	247	144
105375560	5	2	1	4	3	4
5919	32	29	30	20	18	15
107986858	8	1	11	8	10	4
105375563	57	51	67	57	87	35
29803	4445	3702	4531	4297	5428	3078
285971	236	185	186	242	252	135
105375564	19	16	22	14	21	11
107986859	17	13	23	18	36	15
728743	184	163	199	170	244	138
285972	3	4	6	4	3	4
155038	27	17	25	15	23	10
168537	95	63	92	96	93	61
107986860	0	0	0	0	0	0
55303	8	1	3	2	3	2
474344	648	580	699	637	746	442
26157	521	384	529	448	553	342
100527949	68	59	81	66	88	49
170575	143	105	105	130	149	92
55340	45	38	55	38	58	26
105375566	0	0	0	1	0	0
28959	9	8	3	2	4	1
55365	3	2	3	0	1	0
105375567	3	1	0	3	2	3
26	14	10	18	16	33	20
3757	1696	1486	1758	2000	2531	1504
4846	12	11	18	15	20	15
285973	31	24	33	25	42	22
11194	732	547	801	699	857	461
9311	57	39	68	33	53	28
1020	283	232	290	275	347	186
6522	2965	2368	3062	2829	3421	1940
10922	1047	853	1057	973	1376	685
83590	866	753	936	777	968	558
116988	1188	975	1272	1171	1492	852
107986862	20	7	24	22	34	10
2636	1	0	0	0	0	0
136371	0	0	0	0	0	0
392843	0	0	1	1	0	0
114483834	687	514	725	654	768	437
114483833	5	9	15	8	9	2
10061	1004	732	1028	966	1102	641
54480	1884	1460	1900	1600	2004	1117
768213	74	57	83	64	88	45
6604	347	267	355	325	380	242
51667	1603	1277	1641	1285	1649	898
349136	101	78	93	72	109	50
100131176	2	1	0	1	0	0
155051	1	0	0	0	2	1
100500835	0	0	0	0	0	0
6009	1403	1079	1406	1199	1411	856
51422	568	431	611	548	674	370
644090	2	1	5	4	6	0
100505483	58	43	72	60	77	54
105375570	0	0	0	0	0	0
105375571	0	0	0	0	0	0
168391	0	0	0	0	0	0
63917	652	547	655	671	757	419
731075	28	11	24	23	55	12
58508	3254	2450	3514	2855	3955	1792
220832	1	3	1	4	2	0
100128822	210	190	240	249	267	169
105375574	0	0	0	0	0	0
7516	1034	746	1102	900	1126	548
57180	332	249	299	362	378	220
102723686	3	0	1	1	3	0
105375577	0	0	0	0	0	0
103724390	0	0	0	0	0	0
105375578	0	0	0	0	0	0
105375579	0	0	0	0	0	0
107986750	0	0	0	0	0	0
1804	1	2	0	2	1	1
107986722	0	0	0	0	0	0
101929998	0	0	0	0	0	0
107984014	0	0	0	0	0	0
105375582	0	0	0	0	0	0
112267989	0	0	0	0	0	0
105375581	0	0	0	0	0	0
105375580	0	0	0	0	0	0
100132707	216	154	224	189	229	123
22976	732	622	754	617	794	499
202781	318	284	431	352	454	225
100128264	0	0	0	0	0	0
3361	0	0	0	0	0	0
105375584	0	0	0	0	0	0
105375586	3	2	3	0	2	1
105375587	0	0	0	0	0	0
105375588	0	0	0	0	0	0
105375589	0	0	0	0	0	0
105375591	124	114	127	96	141	68
3638	4971	3955	5256	4146	4850	3022
105375592	0	0	0	0	0	0
338436	0	0	0	1	1	1
105375593	0	0	0	1	1	1
100286906	0	0	0	0	0	0
105375594	0	0	0	0	0	0
2020	0	2	1	1	0	0
107986863	0	0	0	0	0	0
285888	0	0	1	1	0	0
100506302	127	67	139	112	153	83
155435	2112	1626	2286	1916	2718	1306
6469	1	3	4	1	4	2
389602	1	0	0	3	2	1
105375597	0	1	0	0	6	0
105375603	0	0	0	0	0	0
105375602	0	0	0	0	0	0
105375601	0	0	0	0	0	0
105375599	0	0	0	1	1	1
285889	0	0	0	1	1	0
100506380	104	75	141	121	132	72
112268012	1	0	0	2	1	0
64433	0	0	0	0	1	0
140545	92	62	95	77	96	42
101927858	15	8	26	12	37	11
64327	1336	1049	1422	1277	1583	851
102723795	5	1	7	2	7	4
105375604	0	0	0	0	0	0
105375605	2	0	1	2	0	0
64434	1282	1067	1331	1317	1570	768
3110	1	0	0	0	0	0
105375606	0	0	0	0	0	0
645249	0	0	0	0	0	0
105375607	0	0	0	0	0	0
9690	1961	1522	2120	1959	2259	1358
10049	2925	2387	2966	2737	3009	1923
101927914	0	0	0	0	1	0
105375610	0	0	1	1	0	0
5799	32	30	40	23	38	27
406945	0	0	0	0	0	0
105375615	4	6	4	1	3	1
105375614	2	0	4	1	0	0
100506585	2	6	0	1	8	1
105375613	0	0	0	0	0	0
693180	0	0	0	0	0	0
105375616	2	0	1	0	0	0
100847032	0	0	0	0	0	0
54892	2164	1675	2228	2005	2353	1341
57488	5044	3890	5326	4297	5243	2944
105379752	113	60	117	110	172	31
55112	586	447	589	502	632	351
154822	3	2	0	1	0	0
7434	1	0	4	1	2	5
101927506	21	21	38	22	29	18
441308	0	0	0	0	0	0
644128	323	279	340	265	315	197
169270	115	70	133	116	143	66
101927566	0	0	0	0	1	0
105377773	1	0	0	0	0	0
157693	5	5	4	1	3	0
26260	412	337	415	342	401	239
157695	20	9	19	10	11	6
157697	1121	829	1225	1014	1346	680
9228	5	0	5	8	5	1
401442	0	1	1	0	0	0
105377777	0	0	1	0	0	0
112268020	0	0	0	0	0	0
286083	0	0	1	0	1	0
105379585	2	0	2	0	0	0
105377775	0	0	0	0	0	0
105379586	0	0	0	0	0	0
100507435	0	0	0	0	0	0
105377778	4	0	3	2	2	1
2055	647	520	637	564	783	420
101927752	291	223	272	239	306	179
100500912	1	2	2	0	0	0
105377779	1	0	0	1	3	2
693181	0	0	0	1	1	0
9639	480	327	524	493	579	313
100131395	14	21	17	11	17	11
9920	660	549	761	675	946	491
101928058	6	5	13	10	8	3
104266957	2	0	2	1	4	1
9172	42	43	46	51	60	21
102465695	0	0	0	0	0	0
105377781	0	0	0	1	0	0
105377782	0	0	0	0	1	0
107986880	0	0	0	0	0	0
105377783	0	0	0	0	0	0
105377784	0	0	0	0	0	0
101927815	40	32	54	40	60	25
107986865	39	27	39	42	45	19
105377785	12	15	19	12	30	5
105377786	4	3	8	3	9	2
64478	10	8	10	9	10	8
105377792	2	1	1	1	4	0
105377791	0	0	0	0	0	0
105377790	0	0	0	0	0	0
105377789	0	0	0	0	0	0
107986907	0	0	0	0	0	0
105377793	0	0	0	0	0	0
105377794	0	0	0	0	0	0
107986908	10	2	5	8	22	6
105377795	10	4	5	11	21	8
105377796	0	0	0	0	0	0
105377797	0	0	0	0	0	0
100287015	102	104	117	100	119	69
79648	613	443	621	551	661	358
285	148	111	155	186	247	154
100507530	69	60	76	64	87	55
102465861	1	2	0	0	1	1
55326	2343	1813	2453	2149	2543	1538
100616348	1	1	2	2	2	1
100616372	1	1	2	2	2	0
107986909	15	30	23	29	37	22
389610	76	52	84	81	113	64
100652791	16	15	13	17	18	11
1672	0	0	0	0	2	0
1671	0	0	0	0	0	0
1669	0	0	0	0	1	0
449491	0	0	0	0	0	0
449492	0	0	0	0	0	0
449493	0	0	0	0	0	0
1667	0	0	0	0	0	0
170949	0	0	0	0	0	0
728358	0	0	0	0	0	0
100287083	0	0	0	0	0	0
1668	0	0	0	0	0	0
724068	0	0	0	0	0	0
1670	0	0	0	0	0	0
105377799	0	0	0	0	0	0
105377803	1	0	1	0	2	0
101928095	10	8	9	2	10	2
349196	18	12	17	13	22	6
100128890	76	62	109	89	127	45
641517	2	2	2	1	3	2
401447	5	2	1	0	0	0
645402	1	1	2	0	0	0
100131980	0	0	0	0	0	0
100289462	0	0	0	0	0	0
55894	0	0	0	0	0	0
10407	0	0	0	0	0	0
503618	0	0	0	0	0	0
503841	0	0	0	0	0	0
504180	0	0	0	0	0	0
503614	0	0	0	0	0	0
